cum_budget,optimizer,budget,performance,seed
38300000,Random Search,,-2032.87758,0.0
38400000,Random Search,,-2032.87758,0.0
38500000,Random Search,,-2032.87758,0.0
38600000,Random Search,,-2032.87758,0.0
38700000,Random Search,,-2032.87758,0.0
38800000,Random Search,,-2032.87758,0.0
38900000,Random Search,,-2032.87758,0.0
39000000,Random Search,,-2032.87758,0.0
39100000,Random Search,,-2032.87758,0.0
39200000,Random Search,,-2032.87758,0.0
39300000,Random Search,,-2032.87758,0.0
39400000,Random Search,,-2032.87758,0.0
39500000,Random Search,,-2032.87758,0.0
39600000,Random Search,,-2032.87758,0.0
39700000,Random Search,,-2032.87758,0.0
39800000,Random Search,,-2032.87758,0.0
39900000,Random Search,,-2032.87758,0.0
40000000,Random Search,10000000.0,-1687.044313333333,0.0
40100000,Random Search,,-1687.044313333333,0.0
40200000,Random Search,,-1687.044313333333,0.0
40300000,Random Search,,-1687.044313333333,0.0
40400000,Random Search,,-1687.044313333333,0.0
40500000,Random Search,,-1687.044313333333,0.0
40600000,Random Search,,-1687.044313333333,0.0
40700000,Random Search,,-1687.044313333333,0.0
40800000,Random Search,,-1687.044313333333,0.0
40900000,Random Search,,-1687.044313333333,0.0
41000000,Random Search,,-1687.044313333333,0.0
41100000,Random Search,,-1687.044313333333,0.0
41200000,Random Search,,-1687.044313333333,0.0
41300000,Random Search,,-1687.044313333333,0.0
41400000,Random Search,,-1687.044313333333,0.0
41500000,Random Search,,-1687.044313333333,0.0
41600000,Random Search,,-1687.044313333333,0.0
41700000,Random Search,,-1687.044313333333,0.0
41800000,Random Search,,-1687.044313333333,0.0
41900000,Random Search,,-1687.044313333333,0.0
42000000,Random Search,,-1687.044313333333,0.0
42100000,Random Search,,-1687.044313333333,0.0
42200000,Random Search,,-1687.044313333333,0.0
42300000,Random Search,,-1687.044313333333,0.0
42400000,Random Search,,-1687.044313333333,0.0
42500000,Random Search,,-1687.044313333333,0.0
42600000,Random Search,,-1687.044313333333,0.0
42700000,Random Search,,-1687.044313333333,0.0
42800000,Random Search,,-1687.044313333333,0.0
42900000,Random Search,,-1687.044313333333,0.0
43000000,Random Search,,-1687.044313333333,0.0
43100000,Random Search,,-1687.044313333333,0.0
43200000,Random Search,,-1687.044313333333,0.0
43300000,Random Search,,-1687.044313333333,0.0
43400000,Random Search,,-1687.044313333333,0.0
43500000,Random Search,,-1687.044313333333,0.0
43600000,Random Search,,-1687.044313333333,0.0
43700000,Random Search,,-1687.044313333333,0.0
43800000,Random Search,,-1687.044313333333,0.0
43900000,Random Search,,-1687.044313333333,0.0
44000000,Random Search,,-1687.044313333333,0.0
44100000,Random Search,,-1687.044313333333,0.0
44200000,Random Search,,-1687.044313333333,0.0
44300000,Random Search,,-1687.044313333333,0.0
44400000,Random Search,,-1687.044313333333,0.0
44500000,Random Search,,-1687.044313333333,0.0
44600000,Random Search,,-1687.044313333333,0.0
44700000,Random Search,,-1687.044313333333,0.0
44800000,Random Search,,-1687.044313333333,0.0
44900000,Random Search,,-1687.044313333333,0.0
45000000,Random Search,,-1687.044313333333,0.0
45100000,Random Search,,-1687.044313333333,0.0
45200000,Random Search,,-1687.044313333333,0.0
45300000,Random Search,,-1687.044313333333,0.0
45400000,Random Search,,-1687.044313333333,0.0
45500000,Random Search,,-1687.044313333333,0.0
45600000,Random Search,,-1687.044313333333,0.0
45700000,Random Search,,-1687.044313333333,0.0
45800000,Random Search,,-1687.044313333333,0.0
45900000,Random Search,,-1687.044313333333,0.0
46000000,Random Search,,-1687.044313333333,0.0
46100000,Random Search,,-1687.044313333333,0.0
46200000,Random Search,,-1687.044313333333,0.0
46300000,Random Search,,-1687.044313333333,0.0
46400000,Random Search,,-1687.044313333333,0.0
46500000,Random Search,,-1687.044313333333,0.0
46600000,Random Search,,-1687.044313333333,0.0
46700000,Random Search,,-1687.044313333333,0.0
46800000,Random Search,,-1687.044313333333,0.0
46900000,Random Search,,-1687.044313333333,0.0
47000000,Random Search,,-1687.044313333333,0.0
47100000,Random Search,,-1687.044313333333,0.0
47200000,Random Search,,-1687.044313333333,0.0
47300000,Random Search,,-1687.044313333333,0.0
47400000,Random Search,,-1687.044313333333,0.0
47500000,Random Search,,-1687.044313333333,0.0
47600000,Random Search,,-1687.044313333333,0.0
47700000,Random Search,,-1687.044313333333,0.0
47800000,Random Search,,-1687.044313333333,0.0
47900000,Random Search,,-1687.044313333333,0.0
48000000,Random Search,,-1687.044313333333,0.0
48100000,Random Search,,-1687.044313333333,0.0
48200000,Random Search,,-1687.044313333333,0.0
48300000,Random Search,,-1687.044313333333,0.0
48400000,Random Search,,-1687.044313333333,0.0
48500000,Random Search,,-1687.044313333333,0.0
48600000,Random Search,,-1687.044313333333,0.0
48700000,Random Search,,-1687.044313333333,0.0
48800000,Random Search,,-1687.044313333333,0.0
48900000,Random Search,,-1687.044313333333,0.0
49000000,Random Search,,-1687.044313333333,0.0
49100000,Random Search,,-1687.044313333333,0.0
49200000,Random Search,,-1687.044313333333,0.0
49300000,Random Search,,-1687.044313333333,0.0
49400000,Random Search,,-1687.044313333333,0.0
49500000,Random Search,,-1687.044313333333,0.0
49600000,Random Search,,-1687.044313333333,0.0
49700000,Random Search,,-1687.044313333333,0.0
49800000,Random Search,,-1687.044313333333,0.0
49900000,Random Search,,-1687.044313333333,0.0
50000000,Random Search,10000000.0,-2826.0416133333333,0.0
50100000,Random Search,,-2826.0416133333333,0.0
50200000,Random Search,,-2826.0416133333333,0.0
50300000,Random Search,,-2826.0416133333333,0.0
50400000,Random Search,,-2826.0416133333333,0.0
50500000,Random Search,,-2826.0416133333333,0.0
50600000,Random Search,,-2826.0416133333333,0.0
50700000,Random Search,,-2826.0416133333333,0.0
50800000,Random Search,,-2826.0416133333333,0.0
50900000,Random Search,,-2826.0416133333333,0.0
51000000,Random Search,,-2826.0416133333333,0.0
51100000,Random Search,,-2826.0416133333333,0.0
51200000,Random Search,,-2826.0416133333333,0.0
51300000,Random Search,,-2826.0416133333333,0.0
51400000,Random Search,,-2826.0416133333333,0.0
51500000,Random Search,,-2826.0416133333333,0.0
51600000,Random Search,,-2826.0416133333333,0.0
51700000,Random Search,,-2826.0416133333333,0.0
51800000,Random Search,,-2826.0416133333333,0.0
51900000,Random Search,,-2826.0416133333333,0.0
52000000,Random Search,,-2826.0416133333333,0.0
52100000,Random Search,,-2826.0416133333333,0.0
52200000,Random Search,,-2826.0416133333333,0.0
52300000,Random Search,,-2826.0416133333333,0.0
52400000,Random Search,,-2826.0416133333333,0.0
52500000,Random Search,,-2826.0416133333333,0.0
52600000,Random Search,,-2826.0416133333333,0.0
52700000,Random Search,,-2826.0416133333333,0.0
52800000,Random Search,,-2826.0416133333333,0.0
52900000,Random Search,,-2826.0416133333333,0.0
53000000,Random Search,,-2826.0416133333333,0.0
53100000,Random Search,,-2826.0416133333333,0.0
53200000,Random Search,,-2826.0416133333333,0.0
53300000,Random Search,,-2826.0416133333333,0.0
53400000,Random Search,,-2826.0416133333333,0.0
53500000,Random Search,,-2826.0416133333333,0.0
53600000,Random Search,,-2826.0416133333333,0.0
53700000,Random Search,,-2826.0416133333333,0.0
53800000,Random Search,,-2826.0416133333333,0.0
53900000,Random Search,,-2826.0416133333333,0.0
54000000,Random Search,,-2826.0416133333333,0.0
54100000,Random Search,,-2826.0416133333333,0.0
54200000,Random Search,,-2826.0416133333333,0.0
54300000,Random Search,,-2826.0416133333333,0.0
54400000,Random Search,,-2826.0416133333333,0.0
54500000,Random Search,,-2826.0416133333333,0.0
54600000,Random Search,,-2826.0416133333333,0.0
54700000,Random Search,,-2826.0416133333333,0.0
54800000,Random Search,,-2826.0416133333333,0.0
54900000,Random Search,,-2826.0416133333333,0.0
55000000,Random Search,,-2826.0416133333333,0.0
55100000,Random Search,,-2826.0416133333333,0.0
55200000,Random Search,,-2826.0416133333333,0.0
55300000,Random Search,,-2826.0416133333333,0.0
55400000,Random Search,,-2826.0416133333333,0.0
55500000,Random Search,,-2826.0416133333333,0.0
55600000,Random Search,,-2826.0416133333333,0.0
55700000,Random Search,,-2826.0416133333333,0.0
55800000,Random Search,,-2826.0416133333333,0.0
55900000,Random Search,,-2826.0416133333333,0.0
56000000,Random Search,,-2826.0416133333333,0.0
56100000,Random Search,,-2826.0416133333333,0.0
56200000,Random Search,,-2826.0416133333333,0.0
56300000,Random Search,,-2826.0416133333333,0.0
56400000,Random Search,,-2826.0416133333333,0.0
56500000,Random Search,,-2826.0416133333333,0.0
56600000,Random Search,,-2826.0416133333333,0.0
56700000,Random Search,,-2826.0416133333333,0.0
56800000,Random Search,,-2826.0416133333333,0.0
56900000,Random Search,,-2826.0416133333333,0.0
57000000,Random Search,,-2826.0416133333333,0.0
57100000,Random Search,,-2826.0416133333333,0.0
57200000,Random Search,,-2826.0416133333333,0.0
57300000,Random Search,,-2826.0416133333333,0.0
57400000,Random Search,,-2826.0416133333333,0.0
57500000,Random Search,,-2826.0416133333333,0.0
57600000,Random Search,,-2826.0416133333333,0.0
57700000,Random Search,,-2826.0416133333333,0.0
57800000,Random Search,,-2826.0416133333333,0.0
57900000,Random Search,,-2826.0416133333333,0.0
58000000,Random Search,,-2826.0416133333333,0.0
58100000,Random Search,,-2826.0416133333333,0.0
58200000,Random Search,,-2826.0416133333333,0.0
58300000,Random Search,,-2826.0416133333333,0.0
58400000,Random Search,,-2826.0416133333333,0.0
58500000,Random Search,,-2826.0416133333333,0.0
58600000,Random Search,,-2826.0416133333333,0.0
58700000,Random Search,,-2826.0416133333333,0.0
58800000,Random Search,,-2826.0416133333333,0.0
58900000,Random Search,,-2826.0416133333333,0.0
59000000,Random Search,,-2826.0416133333333,0.0
59100000,Random Search,,-2826.0416133333333,0.0
59200000,Random Search,,-2826.0416133333333,0.0
59300000,Random Search,,-2826.0416133333333,0.0
59400000,Random Search,,-2826.0416133333333,0.0
59500000,Random Search,,-2826.0416133333333,0.0
59600000,Random Search,,-2826.0416133333333,0.0
59700000,Random Search,,-2826.0416133333333,0.0
59800000,Random Search,,-2826.0416133333333,0.0
59900000,Random Search,,-2826.0416133333333,0.0
60000000,Random Search,10000000.0,-508.2031133333333,0.0
60100000,Random Search,,-508.2031133333333,0.0
60200000,Random Search,,-508.2031133333333,0.0
60300000,Random Search,,-508.2031133333333,0.0
60400000,Random Search,,-508.2031133333333,0.0
60500000,Random Search,,-508.2031133333333,0.0
60600000,Random Search,,-508.2031133333333,0.0
60700000,Random Search,,-508.2031133333333,0.0
60800000,Random Search,,-508.2031133333333,0.0
60900000,Random Search,,-508.2031133333333,0.0
61000000,Random Search,,-508.2031133333333,0.0
61100000,Random Search,,-508.2031133333333,0.0
61200000,Random Search,,-508.2031133333333,0.0
61300000,Random Search,,-508.2031133333333,0.0
61400000,Random Search,,-508.2031133333333,0.0
61500000,Random Search,,-508.2031133333333,0.0
61600000,Random Search,,-508.2031133333333,0.0
61700000,Random Search,,-508.2031133333333,0.0
61800000,Random Search,,-508.2031133333333,0.0
61900000,Random Search,,-508.2031133333333,0.0
62000000,Random Search,,-508.2031133333333,0.0
62100000,Random Search,,-508.2031133333333,0.0
62200000,Random Search,,-508.2031133333333,0.0
62300000,Random Search,,-508.2031133333333,0.0
62400000,Random Search,,-508.2031133333333,0.0
62500000,Random Search,,-508.2031133333333,0.0
62600000,Random Search,,-508.2031133333333,0.0
62700000,Random Search,,-508.2031133333333,0.0
62800000,Random Search,,-508.2031133333333,0.0
62900000,Random Search,,-508.2031133333333,0.0
63000000,Random Search,,-508.2031133333333,0.0
63100000,Random Search,,-508.2031133333333,0.0
63200000,Random Search,,-508.2031133333333,0.0
63300000,Random Search,,-508.2031133333333,0.0
63400000,Random Search,,-508.2031133333333,0.0
63500000,Random Search,,-508.2031133333333,0.0
63600000,Random Search,,-508.2031133333333,0.0
63700000,Random Search,,-508.2031133333333,0.0
63800000,Random Search,,-508.2031133333333,0.0
63900000,Random Search,,-508.2031133333333,0.0
64000000,Random Search,,-508.2031133333333,0.0
64100000,Random Search,,-508.2031133333333,0.0
64200000,Random Search,,-508.2031133333333,0.0
64300000,Random Search,,-508.2031133333333,0.0
64400000,Random Search,,-508.2031133333333,0.0
64500000,Random Search,,-508.2031133333333,0.0
64600000,Random Search,,-508.2031133333333,0.0
64700000,Random Search,,-508.2031133333333,0.0
64800000,Random Search,,-508.2031133333333,0.0
64900000,Random Search,,-508.2031133333333,0.0
65000000,Random Search,,-508.2031133333333,0.0
65100000,Random Search,,-508.2031133333333,0.0
65200000,Random Search,,-508.2031133333333,0.0
65300000,Random Search,,-508.2031133333333,0.0
65400000,Random Search,,-508.2031133333333,0.0
65500000,Random Search,,-508.2031133333333,0.0
65600000,Random Search,,-508.2031133333333,0.0
65700000,Random Search,,-508.2031133333333,0.0
65800000,Random Search,,-508.2031133333333,0.0
65900000,Random Search,,-508.2031133333333,0.0
66000000,Random Search,,-508.2031133333333,0.0
66100000,Random Search,,-508.2031133333333,0.0
66200000,Random Search,,-508.2031133333333,0.0
66300000,Random Search,,-508.2031133333333,0.0
66400000,Random Search,,-508.2031133333333,0.0
66500000,Random Search,,-508.2031133333333,0.0
66600000,Random Search,,-508.2031133333333,0.0
66700000,Random Search,,-508.2031133333333,0.0
66800000,Random Search,,-508.2031133333333,0.0
66900000,Random Search,,-508.2031133333333,0.0
67000000,Random Search,,-508.2031133333333,0.0
67100000,Random Search,,-508.2031133333333,0.0
67200000,Random Search,,-508.2031133333333,0.0
67300000,Random Search,,-508.2031133333333,0.0
67400000,Random Search,,-508.2031133333333,0.0
67500000,Random Search,,-508.2031133333333,0.0
67600000,Random Search,,-508.2031133333333,0.0
67700000,Random Search,,-508.2031133333333,0.0
67800000,Random Search,,-508.2031133333333,0.0
67900000,Random Search,,-508.2031133333333,0.0
68000000,Random Search,,-508.2031133333333,0.0
68100000,Random Search,,-508.2031133333333,0.0
68200000,Random Search,,-508.2031133333333,0.0
68300000,Random Search,,-508.2031133333333,0.0
68400000,Random Search,,-508.2031133333333,0.0
68500000,Random Search,,-508.2031133333333,0.0
68600000,Random Search,,-508.2031133333333,0.0
68700000,Random Search,,-508.2031133333333,0.0
68800000,Random Search,,-508.2031133333333,0.0
68900000,Random Search,,-508.2031133333333,0.0
69000000,Random Search,,-508.2031133333333,0.0
69100000,Random Search,,-508.2031133333333,0.0
69200000,Random Search,,-508.2031133333333,0.0
69300000,Random Search,,-508.2031133333333,0.0
69400000,Random Search,,-508.2031133333333,0.0
69500000,Random Search,,-508.2031133333333,0.0
69600000,Random Search,,-508.2031133333333,0.0
69700000,Random Search,,-508.2031133333333,0.0
69800000,Random Search,,-508.2031133333333,0.0
69900000,Random Search,,-508.2031133333333,0.0
70000000,Random Search,10000000.0,-307.61718666666667,0.0
70100000,Random Search,,-307.61718666666667,0.0
70200000,Random Search,,-307.61718666666667,0.0
70300000,Random Search,,-307.61718666666667,0.0
