cum_budget,optimizer,budget,performance,seed
145800000,Random Search,,-196.54948,0.0
145900000,Random Search,,-196.54948,0.0
146000000,Random Search,,-196.54948,0.0
146100000,Random Search,,-196.54948,0.0
146200000,Random Search,,-196.54948,0.0
146300000,Random Search,,-196.54948,0.0
146400000,Random Search,,-196.54948,0.0
146500000,Random Search,,-196.54948,0.0
146600000,Random Search,,-196.54948,0.0
146700000,Random Search,,-196.54948,0.0
146800000,Random Search,,-196.54948,0.0
146900000,Random Search,,-196.54948,0.0
147000000,Random Search,,-196.54948,0.0
147100000,Random Search,,-196.54948,0.0
147200000,Random Search,,-196.54948,0.0
147300000,Random Search,,-196.54948,0.0
147400000,Random Search,,-196.54948,0.0
147500000,Random Search,,-196.54948,0.0
147600000,Random Search,,-196.54948,0.0
147700000,Random Search,,-196.54948,0.0
147800000,Random Search,,-196.54948,0.0
147900000,Random Search,,-196.54948,0.0
148000000,Random Search,,-196.54948,0.0
148100000,Random Search,,-196.54948,0.0
148200000,Random Search,,-196.54948,0.0
148300000,Random Search,,-196.54948,0.0
148400000,Random Search,,-196.54948,0.0
148500000,Random Search,,-196.54948,0.0
148600000,Random Search,,-196.54948,0.0
148700000,Random Search,,-196.54948,0.0
148800000,Random Search,,-196.54948,0.0
148900000,Random Search,,-196.54948,0.0
149000000,Random Search,,-196.54948,0.0
149100000,Random Search,,-196.54948,0.0
149200000,Random Search,,-196.54948,0.0
149300000,Random Search,,-196.54948,0.0
149400000,Random Search,,-196.54948,0.0
149500000,Random Search,,-196.54948,0.0
149600000,Random Search,,-196.54948,0.0
149700000,Random Search,,-196.54948,0.0
149800000,Random Search,,-196.54948,0.0
149900000,Random Search,,-196.54948,0.0
150000000,Random Search,10000000.0,-2614.4531133333335,0.0
150100000,Random Search,,-2614.4531133333335,0.0
150200000,Random Search,,-2614.4531133333335,0.0
150300000,Random Search,,-2614.4531133333335,0.0
150400000,Random Search,,-2614.4531133333335,0.0
150500000,Random Search,,-2614.4531133333335,0.0
150600000,Random Search,,-2614.4531133333335,0.0
150700000,Random Search,,-2614.4531133333335,0.0
150800000,Random Search,,-2614.4531133333335,0.0
150900000,Random Search,,-2614.4531133333335,0.0
151000000,Random Search,,-2614.4531133333335,0.0
151100000,Random Search,,-2614.4531133333335,0.0
151200000,Random Search,,-2614.4531133333335,0.0
151300000,Random Search,,-2614.4531133333335,0.0
151400000,Random Search,,-2614.4531133333335,0.0
151500000,Random Search,,-2614.4531133333335,0.0
151600000,Random Search,,-2614.4531133333335,0.0
151700000,Random Search,,-2614.4531133333335,0.0
151800000,Random Search,,-2614.4531133333335,0.0
151900000,Random Search,,-2614.4531133333335,0.0
152000000,Random Search,,-2614.4531133333335,0.0
152100000,Random Search,,-2614.4531133333335,0.0
152200000,Random Search,,-2614.4531133333335,0.0
152300000,Random Search,,-2614.4531133333335,0.0
152400000,Random Search,,-2614.4531133333335,0.0
152500000,Random Search,,-2614.4531133333335,0.0
152600000,Random Search,,-2614.4531133333335,0.0
152700000,Random Search,,-2614.4531133333335,0.0
152800000,Random Search,,-2614.4531133333335,0.0
152900000,Random Search,,-2614.4531133333335,0.0
153000000,Random Search,,-2614.4531133333335,0.0
153100000,Random Search,,-2614.4531133333335,0.0
153200000,Random Search,,-2614.4531133333335,0.0
153300000,Random Search,,-2614.4531133333335,0.0
153400000,Random Search,,-2614.4531133333335,0.0
153500000,Random Search,,-2614.4531133333335,0.0
153600000,Random Search,,-2614.4531133333335,0.0
153700000,Random Search,,-2614.4531133333335,0.0
153800000,Random Search,,-2614.4531133333335,0.0
153900000,Random Search,,-2614.4531133333335,0.0
154000000,Random Search,,-2614.4531133333335,0.0
154100000,Random Search,,-2614.4531133333335,0.0
154200000,Random Search,,-2614.4531133333335,0.0
154300000,Random Search,,-2614.4531133333335,0.0
154400000,Random Search,,-2614.4531133333335,0.0
154500000,Random Search,,-2614.4531133333335,0.0
154600000,Random Search,,-2614.4531133333335,0.0
154700000,Random Search,,-2614.4531133333335,0.0
154800000,Random Search,,-2614.4531133333335,0.0
154900000,Random Search,,-2614.4531133333335,0.0
155000000,Random Search,,-2614.4531133333335,0.0
155100000,Random Search,,-2614.4531133333335,0.0
155200000,Random Search,,-2614.4531133333335,0.0
155300000,Random Search,,-2614.4531133333335,0.0
155400000,Random Search,,-2614.4531133333335,0.0
155500000,Random Search,,-2614.4531133333335,0.0
155600000,Random Search,,-2614.4531133333335,0.0
155700000,Random Search,,-2614.4531133333335,0.0
155800000,Random Search,,-2614.4531133333335,0.0
155900000,Random Search,,-2614.4531133333335,0.0
156000000,Random Search,,-2614.4531133333335,0.0
156100000,Random Search,,-2614.4531133333335,0.0
156200000,Random Search,,-2614.4531133333335,0.0
156300000,Random Search,,-2614.4531133333335,0.0
156400000,Random Search,,-2614.4531133333335,0.0
156500000,Random Search,,-2614.4531133333335,0.0
156600000,Random Search,,-2614.4531133333335,0.0
156700000,Random Search,,-2614.4531133333335,0.0
156800000,Random Search,,-2614.4531133333335,0.0
156900000,Random Search,,-2614.4531133333335,0.0
157000000,Random Search,,-2614.4531133333335,0.0
157100000,Random Search,,-2614.4531133333335,0.0
157200000,Random Search,,-2614.4531133333335,0.0
157300000,Random Search,,-2614.4531133333335,0.0
157400000,Random Search,,-2614.4531133333335,0.0
157500000,Random Search,,-2614.4531133333335,0.0
157600000,Random Search,,-2614.4531133333335,0.0
157700000,Random Search,,-2614.4531133333335,0.0
157800000,Random Search,,-2614.4531133333335,0.0
157900000,Random Search,,-2614.4531133333335,0.0
158000000,Random Search,,-2614.4531133333335,0.0
158100000,Random Search,,-2614.4531133333335,0.0
158200000,Random Search,,-2614.4531133333335,0.0
158300000,Random Search,,-2614.4531133333335,0.0
158400000,Random Search,,-2614.4531133333335,0.0
158500000,Random Search,,-2614.4531133333335,0.0
158600000,Random Search,,-2614.4531133333335,0.0
158700000,Random Search,,-2614.4531133333335,0.0
158800000,Random Search,,-2614.4531133333335,0.0
158900000,Random Search,,-2614.4531133333335,0.0
159000000,Random Search,,-2614.4531133333335,0.0
159100000,Random Search,,-2614.4531133333335,0.0
159200000,Random Search,,-2614.4531133333335,0.0
159300000,Random Search,,-2614.4531133333335,0.0
159400000,Random Search,,-2614.4531133333335,0.0
159500000,Random Search,,-2614.4531133333335,0.0
159600000,Random Search,,-2614.4531133333335,0.0
159700000,Random Search,,-2614.4531133333335,0.0
159800000,Random Search,,-2614.4531133333335,0.0
159900000,Random Search,,-2614.4531133333335,0.0
160000000,Random Search,10000000.0,-4002.86458,0.0
160100000,Random Search,,-4002.86458,0.0
160200000,Random Search,,-4002.86458,0.0
160300000,Random Search,,-4002.86458,0.0
160400000,Random Search,,-4002.86458,0.0
160500000,Random Search,,-4002.86458,0.0
160600000,Random Search,,-4002.86458,0.0
160700000,Random Search,,-4002.86458,0.0
160800000,Random Search,,-4002.86458,0.0
160900000,Random Search,,-4002.86458,0.0
161000000,Random Search,,-4002.86458,0.0
161100000,Random Search,,-4002.86458,0.0
161200000,Random Search,,-4002.86458,0.0
161300000,Random Search,,-4002.86458,0.0
161400000,Random Search,,-4002.86458,0.0
161500000,Random Search,,-4002.86458,0.0
161600000,Random Search,,-4002.86458,0.0
161700000,Random Search,,-4002.86458,0.0
161800000,Random Search,,-4002.86458,0.0
161900000,Random Search,,-4002.86458,0.0
162000000,Random Search,,-4002.86458,0.0
162100000,Random Search,,-4002.86458,0.0
162200000,Random Search,,-4002.86458,0.0
162300000,Random Search,,-4002.86458,0.0
162400000,Random Search,,-4002.86458,0.0
162500000,Random Search,,-4002.86458,0.0
162600000,Random Search,,-4002.86458,0.0
162700000,Random Search,,-4002.86458,0.0
162800000,Random Search,,-4002.86458,0.0
162900000,Random Search,,-4002.86458,0.0
163000000,Random Search,,-4002.86458,0.0
163100000,Random Search,,-4002.86458,0.0
163200000,Random Search,,-4002.86458,0.0
163300000,Random Search,,-4002.86458,0.0
163400000,Random Search,,-4002.86458,0.0
163500000,Random Search,,-4002.86458,0.0
163600000,Random Search,,-4002.86458,0.0
163700000,Random Search,,-4002.86458,0.0
163800000,Random Search,,-4002.86458,0.0
163900000,Random Search,,-4002.86458,0.0
164000000,Random Search,,-4002.86458,0.0
164100000,Random Search,,-4002.86458,0.0
164200000,Random Search,,-4002.86458,0.0
164300000,Random Search,,-4002.86458,0.0
164400000,Random Search,,-4002.86458,0.0
164500000,Random Search,,-4002.86458,0.0
164600000,Random Search,,-4002.86458,0.0
164700000,Random Search,,-4002.86458,0.0
164800000,Random Search,,-4002.86458,0.0
164900000,Random Search,,-4002.86458,0.0
165000000,Random Search,,-4002.86458,0.0
165100000,Random Search,,-4002.86458,0.0
165200000,Random Search,,-4002.86458,0.0
165300000,Random Search,,-4002.86458,0.0
165400000,Random Search,,-4002.86458,0.0
165500000,Random Search,,-4002.86458,0.0
165600000,Random Search,,-4002.86458,0.0
165700000,Random Search,,-4002.86458,0.0
165800000,Random Search,,-4002.86458,0.0
165900000,Random Search,,-4002.86458,0.0
166000000,Random Search,,-4002.86458,0.0
166100000,Random Search,,-4002.86458,0.0
166200000,Random Search,,-4002.86458,0.0
166300000,Random Search,,-4002.86458,0.0
166400000,Random Search,,-4002.86458,0.0
166500000,Random Search,,-4002.86458,0.0
166600000,Random Search,,-4002.86458,0.0
166700000,Random Search,,-4002.86458,0.0
166800000,Random Search,,-4002.86458,0.0
166900000,Random Search,,-4002.86458,0.0
167000000,Random Search,,-4002.86458,0.0
167100000,Random Search,,-4002.86458,0.0
167200000,Random Search,,-4002.86458,0.0
167300000,Random Search,,-4002.86458,0.0
167400000,Random Search,,-4002.86458,0.0
167500000,Random Search,,-4002.86458,0.0
167600000,Random Search,,-4002.86458,0.0
167700000,Random Search,,-4002.86458,0.0
167800000,Random Search,,-4002.86458,0.0
167900000,Random Search,,-4002.86458,0.0
168000000,Random Search,,-4002.86458,0.0
168100000,Random Search,,-4002.86458,0.0
168200000,Random Search,,-4002.86458,0.0
168300000,Random Search,,-4002.86458,0.0
168400000,Random Search,,-4002.86458,0.0
168500000,Random Search,,-4002.86458,0.0
168600000,Random Search,,-4002.86458,0.0
168700000,Random Search,,-4002.86458,0.0
168800000,Random Search,,-4002.86458,0.0
168900000,Random Search,,-4002.86458,0.0
169000000,Random Search,,-4002.86458,0.0
169100000,Random Search,,-4002.86458,0.0
169200000,Random Search,,-4002.86458,0.0
169300000,Random Search,,-4002.86458,0.0
169400000,Random Search,,-4002.86458,0.0
169500000,Random Search,,-4002.86458,0.0
169600000,Random Search,,-4002.86458,0.0
169700000,Random Search,,-4002.86458,0.0
169800000,Random Search,,-4002.86458,0.0
169900000,Random Search,,-4002.86458,0.0
170000000,Random Search,10000000.0,-1645.4427133333331,0.0
170100000,Random Search,,-1645.4427133333331,0.0
170200000,Random Search,,-1645.4427133333331,0.0
170300000,Random Search,,-1645.4427133333331,0.0
170400000,Random Search,,-1645.4427133333331,0.0
170500000,Random Search,,-1645.4427133333331,0.0
170600000,Random Search,,-1645.4427133333331,0.0
170700000,Random Search,,-1645.4427133333331,0.0
170800000,Random Search,,-1645.4427133333331,0.0
170900000,Random Search,,-1645.4427133333331,0.0
171000000,Random Search,,-1645.4427133333331,0.0
171100000,Random Search,,-1645.4427133333331,0.0
171200000,Random Search,,-1645.4427133333331,0.0
171300000,Random Search,,-1645.4427133333331,0.0
171400000,Random Search,,-1645.4427133333331,0.0
171500000,Random Search,,-1645.4427133333331,0.0
171600000,Random Search,,-1645.4427133333331,0.0
171700000,Random Search,,-1645.4427133333331,0.0
171800000,Random Search,,-1645.4427133333331,0.0
171900000,Random Search,,-1645.4427133333331,0.0
172000000,Random Search,,-1645.4427133333331,0.0
172100000,Random Search,,-1645.4427133333331,0.0
172200000,Random Search,,-1645.4427133333331,0.0
172300000,Random Search,,-1645.4427133333331,0.0
172400000,Random Search,,-1645.4427133333331,0.0
172500000,Random Search,,-1645.4427133333331,0.0
172600000,Random Search,,-1645.4427133333331,0.0
172700000,Random Search,,-1645.4427133333331,0.0
172800000,Random Search,,-1645.4427133333331,0.0
172900000,Random Search,,-1645.4427133333331,0.0
173000000,Random Search,,-1645.4427133333331,0.0
173100000,Random Search,,-1645.4427133333331,0.0
173200000,Random Search,,-1645.4427133333331,0.0
173300000,Random Search,,-1645.4427133333331,0.0
173400000,Random Search,,-1645.4427133333331,0.0
173500000,Random Search,,-1645.4427133333331,0.0
173600000,Random Search,,-1645.4427133333331,0.0
173700000,Random Search,,-1645.4427133333331,0.0
173800000,Random Search,,-1645.4427133333331,0.0
173900000,Random Search,,-1645.4427133333331,0.0
174000000,Random Search,,-1645.4427133333331,0.0
174100000,Random Search,,-1645.4427133333331,0.0
174200000,Random Search,,-1645.4427133333331,0.0
174300000,Random Search,,-1645.4427133333331,0.0
174400000,Random Search,,-1645.4427133333331,0.0
174500000,Random Search,,-1645.4427133333331,0.0
174600000,Random Search,,-1645.4427133333331,0.0
174700000,Random Search,,-1645.4427133333331,0.0
174800000,Random Search,,-1645.4427133333331,0.0
174900000,Random Search,,-1645.4427133333331,0.0
175000000,Random Search,,-1645.4427133333331,0.0
175100000,Random Search,,-1645.4427133333331,0.0
175200000,Random Search,,-1645.4427133333331,0.0
175300000,Random Search,,-1645.4427133333331,0.0
175400000,Random Search,,-1645.4427133333331,0.0
175500000,Random Search,,-1645.4427133333331,0.0
175600000,Random Search,,-1645.4427133333331,0.0
175700000,Random Search,,-1645.4427133333331,0.0
175800000,Random Search,,-1645.4427133333331,0.0
175900000,Random Search,,-1645.4427133333331,0.0
176000000,Random Search,,-1645.4427133333331,0.0
176100000,Random Search,,-1645.4427133333331,0.0
176200000,Random Search,,-1645.4427133333331,0.0
176300000,Random Search,,-1645.4427133333331,0.0
176400000,Random Search,,-1645.4427133333331,0.0
176500000,Random Search,,-1645.4427133333331,0.0
176600000,Random Search,,-1645.4427133333331,0.0
176700000,Random Search,,-1645.4427133333331,0.0
176800000,Random Search,,-1645.4427133333331,0.0
176900000,Random Search,,-1645.4427133333331,0.0
177000000,Random Search,,-1645.4427133333331,0.0
177100000,Random Search,,-1645.4427133333331,0.0
177200000,Random Search,,-1645.4427133333331,0.0
177300000,Random Search,,-1645.4427133333331,0.0
177400000,Random Search,,-1645.4427133333331,0.0
177500000,Random Search,,-1645.4427133333331,0.0
177600000,Random Search,,-1645.4427133333331,0.0
177700000,Random Search,,-1645.4427133333331,0.0
177800000,Random Search,,-1645.4427133333331,0.0
177900000,Random Search,,-1645.4427133333331,0.0
178000000,Random Search,,-1645.4427133333331,0.0
178100000,Random Search,,-1645.4427133333331,0.0
178200000,Random Search,,-1645.4427133333331,0.0
178300000,Random Search,,-1645.4427133333331,0.0
178400000,Random Search,,-1645.4427133333331,0.0
178500000,Random Search,,-1645.4427133333331,0.0
178600000,Random Search,,-1645.4427133333331,0.0
178700000,Random Search,,-1645.4427133333331,0.0
178800000,Random Search,,-1645.4427133333331,0.0
178900000,Random Search,,-1645.4427133333331,0.0
179000000,Random Search,,-1645.4427133333331,0.0
179100000,Random Search,,-1645.4427133333331,0.0
179200000,Random Search,,-1645.4427133333331,0.0
179300000,Random Search,,-1645.4427133333331,0.0
179400000,Random Search,,-1645.4427133333331,0.0
179500000,Random Search,,-1645.4427133333331,0.0
179600000,Random Search,,-1645.4427133333331,0.0
179700000,Random Search,,-1645.4427133333331,0.0
179800000,Random Search,,-1645.4427133333331,0.0
179900000,Random Search,,-1645.4427133333331,0.0
180000000,Random Search,10000000.0,-412.95573,0.0
180100000,Random Search,,-412.95573,0.0
180200000,Random Search,,-412.95573,0.0
180300000,Random Search,,-412.95573,0.0
180400000,Random Search,,-412.95573,0.0
180500000,Random Search,,-412.95573,0.0
180600000,Random Search,,-412.95573,0.0
180700000,Random Search,,-412.95573,0.0
180800000,Random Search,,-412.95573,0.0
180900000,Random Search,,-412.95573,0.0
181000000,Random Search,,-412.95573,0.0
181100000,Random Search,,-412.95573,0.0
181200000,Random Search,,-412.95573,0.0
181300000,Random Search,,-412.95573,0.0
181400000,Random Search,,-412.95573,0.0
181500000,Random Search,,-412.95573,0.0
181600000,Random Search,,-412.95573,0.0
181700000,Random Search,,-412.95573,0.0
181800000,Random Search,,-412.95573,0.0
181900000,Random Search,,-412.95573,0.0
182000000,Random Search,,-412.95573,0.0
182100000,Random Search,,-412.95573,0.0
182200000,Random Search,,-412.95573,0.0
182300000,Random Search,,-412.95573,0.0
182400000,Random Search,,-412.95573,0.0
182500000,Random Search,,-412.95573,0.0
182600000,Random Search,,-412.95573,0.0
182700000,Random Search,,-412.95573,0.0
182800000,Random Search,,-412.95573,0.0
182900000,Random Search,,-412.95573,0.0
183000000,Random Search,,-412.95573,0.0
183100000,Random Search,,-412.95573,0.0
183200000,Random Search,,-412.95573,0.0
183300000,Random Search,,-412.95573,0.0
183400000,Random Search,,-412.95573,0.0
183500000,Random Search,,-412.95573,0.0
183600000,Random Search,,-412.95573,0.0
183700000,Random Search,,-412.95573,0.0
183800000,Random Search,,-412.95573,0.0
183900000,Random Search,,-412.95573,0.0
184000000,Random Search,,-412.95573,0.0
184100000,Random Search,,-412.95573,0.0
184200000,Random Search,,-412.95573,0.0
184300000,Random Search,,-412.95573,0.0
184400000,Random Search,,-412.95573,0.0
184500000,Random Search,,-412.95573,0.0
184600000,Random Search,,-412.95573,0.0
184700000,Random Search,,-412.95573,0.0
184800000,Random Search,,-412.95573,0.0
184900000,Random Search,,-412.95573,0.0
185000000,Random Search,,-412.95573,0.0
185100000,Random Search,,-412.95573,0.0
185200000,Random Search,,-412.95573,0.0
185300000,Random Search,,-412.95573,0.0
185400000,Random Search,,-412.95573,0.0
185500000,Random Search,,-412.95573,0.0
185600000,Random Search,,-412.95573,0.0
185700000,Random Search,,-412.95573,0.0
185800000,Random Search,,-412.95573,0.0
185900000,Random Search,,-412.95573,0.0
186000000,Random Search,,-412.95573,0.0
186100000,Random Search,,-412.95573,0.0
186200000,Random Search,,-412.95573,0.0
186300000,Random Search,,-412.95573,0.0
186400000,Random Search,,-412.95573,0.0
186500000,Random Search,,-412.95573,0.0
186600000,Random Search,,-412.95573,0.0
186700000,Random Search,,-412.95573,0.0
186800000,Random Search,,-412.95573,0.0
186900000,Random Search,,-412.95573,0.0
187000000,Random Search,,-412.95573,0.0
187100000,Random Search,,-412.95573,0.0
187200000,Random Search,,-412.95573,0.0
187300000,Random Search,,-412.95573,0.0
187400000,Random Search,,-412.95573,0.0
187500000,Random Search,,-412.95573,0.0
187600000,Random Search,,-412.95573,0.0
187700000,Random Search,,-412.95573,0.0
187800000,Random Search,,-412.95573,0.0
187900000,Random Search,,-412.95573,0.0
188000000,Random Search,,-412.95573,0.0
188100000,Random Search,,-412.95573,0.0
188200000,Random Search,,-412.95573,0.0
188300000,Random Search,,-412.95573,0.0
188400000,Random Search,,-412.95573,0.0
188500000,Random Search,,-412.95573,0.0
188600000,Random Search,,-412.95573,0.0
188700000,Random Search,,-412.95573,0.0
188800000,Random Search,,-412.95573,0.0
188900000,Random Search,,-412.95573,0.0
189000000,Random Search,,-412.95573,0.0
189100000,Random Search,,-412.95573,0.0
189200000,Random Search,,-412.95573,0.0
189300000,Random Search,,-412.95573,0.0
189400000,Random Search,,-412.95573,0.0
189500000,Random Search,,-412.95573,0.0
189600000,Random Search,,-412.95573,0.0
189700000,Random Search,,-412.95573,0.0
189800000,Random Search,,-412.95573,0.0
189900000,Random Search,,-412.95573,0.0
190000000,Random Search,10000000.0,-350.3906266666666,0.0
190100000,Random Search,,-350.3906266666666,0.0
190200000,Random Search,,-350.3906266666666,0.0
190300000,Random Search,,-350.3906266666666,0.0
190400000,Random Search,,-350.3906266666666,0.0
190500000,Random Search,,-350.3906266666666,0.0
190600000,Random Search,,-350.3906266666666,0.0
190700000,Random Search,,-350.3906266666666,0.0
190800000,Random Search,,-350.3906266666666,0.0
190900000,Random Search,,-350.3906266666666,0.0
191000000,Random Search,,-350.3906266666666,0.0
191100000,Random Search,,-350.3906266666666,0.0
191200000,Random Search,,-350.3906266666666,0.0
191300000,Random Search,,-350.3906266666666,0.0
191400000,Random Search,,-350.3906266666666,0.0
191500000,Random Search,,-350.3906266666666,0.0
191600000,Random Search,,-350.3906266666666,0.0
191700000,Random Search,,-350.3906266666666,0.0
191800000,Random Search,,-350.3906266666666,0.0
191900000,Random Search,,-350.3906266666666,0.0
192000000,Random Search,,-350.3906266666666,0.0
192100000,Random Search,,-350.3906266666666,0.0
192200000,Random Search,,-350.3906266666666,0.0
192300000,Random Search,,-350.3906266666666,0.0
192400000,Random Search,,-350.3906266666666,0.0
192500000,Random Search,,-350.3906266666666,0.0
192600000,Random Search,,-350.3906266666666,0.0
192700000,Random Search,,-350.3906266666666,0.0
192800000,Random Search,,-350.3906266666666,0.0
192900000,Random Search,,-350.3906266666666,0.0
193000000,Random Search,,-350.3906266666666,0.0
193100000,Random Search,,-350.3906266666666,0.0
193200000,Random Search,,-350.3906266666666,0.0
193300000,Random Search,,-350.3906266666666,0.0
193400000,Random Search,,-350.3906266666666,0.0
193500000,Random Search,,-350.3906266666666,0.0
193600000,Random Search,,-350.3906266666666,0.0
193700000,Random Search,,-350.3906266666666,0.0
193800000,Random Search,,-350.3906266666666,0.0
193900000,Random Search,,-350.3906266666666,0.0
194000000,Random Search,,-350.3906266666666,0.0
194100000,Random Search,,-350.3906266666666,0.0
194200000,Random Search,,-350.3906266666666,0.0
194300000,Random Search,,-350.3906266666666,0.0
194400000,Random Search,,-350.3906266666666,0.0
194500000,Random Search,,-350.3906266666666,0.0
194600000,Random Search,,-350.3906266666666,0.0
194700000,Random Search,,-350.3906266666666,0.0
194800000,Random Search,,-350.3906266666666,0.0
194900000,Random Search,,-350.3906266666666,0.0
195000000,Random Search,,-350.3906266666666,0.0
195100000,Random Search,,-350.3906266666666,0.0
195200000,Random Search,,-350.3906266666666,0.0
195300000,Random Search,,-350.3906266666666,0.0
195400000,Random Search,,-350.3906266666666,0.0
195500000,Random Search,,-350.3906266666666,0.0
195600000,Random Search,,-350.3906266666666,0.0
195700000,Random Search,,-350.3906266666666,0.0
195800000,Random Search,,-350.3906266666666,0.0
195900000,Random Search,,-350.3906266666666,0.0
196000000,Random Search,,-350.3906266666666,0.0
196100000,Random Search,,-350.3906266666666,0.0
196200000,Random Search,,-350.3906266666666,0.0
196300000,Random Search,,-350.3906266666666,0.0
196400000,Random Search,,-350.3906266666666,0.0
196500000,Random Search,,-350.3906266666666,0.0
196600000,Random Search,,-350.3906266666666,0.0
196700000,Random Search,,-350.3906266666666,0.0
196800000,Random Search,,-350.3906266666666,0.0
196900000,Random Search,,-350.3906266666666,0.0
197000000,Random Search,,-350.3906266666666,0.0
197100000,Random Search,,-350.3906266666666,0.0
197200000,Random Search,,-350.3906266666666,0.0
197300000,Random Search,,-350.3906266666666,0.0
197400000,Random Search,,-350.3906266666666,0.0
197500000,Random Search,,-350.3906266666666,0.0
197600000,Random Search,,-350.3906266666666,0.0
197700000,Random Search,,-350.3906266666666,0.0
197800000,Random Search,,-350.3906266666666,0.0
197900000,Random Search,,-350.3906266666666,0.0
198000000,Random Search,,-350.3906266666666,0.0
198100000,Random Search,,-350.3906266666666,0.0
198200000,Random Search,,-350.3906266666666,0.0
198300000,Random Search,,-350.3906266666666,0.0
198400000,Random Search,,-350.3906266666666,0.0
198500000,Random Search,,-350.3906266666666,0.0
198600000,Random Search,,-350.3906266666666,0.0
198700000,Random Search,,-350.3906266666666,0.0
198800000,Random Search,,-350.3906266666666,0.0
198900000,Random Search,,-350.3906266666666,0.0
199000000,Random Search,,-350.3906266666666,0.0
199100000,Random Search,,-350.3906266666666,0.0
199200000,Random Search,,-350.3906266666666,0.0
199300000,Random Search,,-350.3906266666666,0.0
199400000,Random Search,,-350.3906266666666,0.0
199500000,Random Search,,-350.3906266666666,0.0
199600000,Random Search,,-350.3906266666666,0.0
199700000,Random Search,,-350.3906266666666,0.0
199800000,Random Search,,-350.3906266666666,0.0
199900000,Random Search,,-350.3906266666666,0.0
200000000,Random Search,10000000.0,-2092.382813333333,0.0
200100000,Random Search,,-2092.382813333333,0.0
200200000,Random Search,,-2092.382813333333,0.0
200300000,Random Search,,-2092.382813333333,0.0
200400000,Random Search,,-2092.382813333333,0.0
200500000,Random Search,,-2092.382813333333,0.0
200600000,Random Search,,-2092.382813333333,0.0
200700000,Random Search,,-2092.382813333333,0.0
200800000,Random Search,,-2092.382813333333,0.0
200900000,Random Search,,-2092.382813333333,0.0
201000000,Random Search,,-2092.382813333333,0.0
201100000,Random Search,,-2092.382813333333,0.0
201200000,Random Search,,-2092.382813333333,0.0
201300000,Random Search,,-2092.382813333333,0.0
201400000,Random Search,,-2092.382813333333,0.0
201500000,Random Search,,-2092.382813333333,0.0
201600000,Random Search,,-2092.382813333333,0.0
201700000,Random Search,,-2092.382813333333,0.0
201800000,Random Search,,-2092.382813333333,0.0
201900000,Random Search,,-2092.382813333333,0.0
202000000,Random Search,,-2092.382813333333,0.0
202100000,Random Search,,-2092.382813333333,0.0
202200000,Random Search,,-2092.382813333333,0.0
202300000,Random Search,,-2092.382813333333,0.0
202400000,Random Search,,-2092.382813333333,0.0
202500000,Random Search,,-2092.382813333333,0.0
202600000,Random Search,,-2092.382813333333,0.0
202700000,Random Search,,-2092.382813333333,0.0
202800000,Random Search,,-2092.382813333333,0.0
202900000,Random Search,,-2092.382813333333,0.0
203000000,Random Search,,-2092.382813333333,0.0
203100000,Random Search,,-2092.382813333333,0.0
203200000,Random Search,,-2092.382813333333,0.0
203300000,Random Search,,-2092.382813333333,0.0
203400000,Random Search,,-2092.382813333333,0.0
203500000,Random Search,,-2092.382813333333,0.0
203600000,Random Search,,-2092.382813333333,0.0
203700000,Random Search,,-2092.382813333333,0.0
203800000,Random Search,,-2092.382813333333,0.0
203900000,Random Search,,-2092.382813333333,0.0
204000000,Random Search,,-2092.382813333333,0.0
204100000,Random Search,,-2092.382813333333,0.0
204200000,Random Search,,-2092.382813333333,0.0
204300000,Random Search,,-2092.382813333333,0.0
204400000,Random Search,,-2092.382813333333,0.0
204500000,Random Search,,-2092.382813333333,0.0
204600000,Random Search,,-2092.382813333333,0.0
204700000,Random Search,,-2092.382813333333,0.0
204800000,Random Search,,-2092.382813333333,0.0
204900000,Random Search,,-2092.382813333333,0.0
205000000,Random Search,,-2092.382813333333,0.0
205100000,Random Search,,-2092.382813333333,0.0
205200000,Random Search,,-2092.382813333333,0.0
205300000,Random Search,,-2092.382813333333,0.0
205400000,Random Search,,-2092.382813333333,0.0
205500000,Random Search,,-2092.382813333333,0.0
205600000,Random Search,,-2092.382813333333,0.0
205700000,Random Search,,-2092.382813333333,0.0
205800000,Random Search,,-2092.382813333333,0.0
205900000,Random Search,,-2092.382813333333,0.0
206000000,Random Search,,-2092.382813333333,0.0
206100000,Random Search,,-2092.382813333333,0.0
206200000,Random Search,,-2092.382813333333,0.0
206300000,Random Search,,-2092.382813333333,0.0
206400000,Random Search,,-2092.382813333333,0.0
206500000,Random Search,,-2092.382813333333,0.0
206600000,Random Search,,-2092.382813333333,0.0
206700000,Random Search,,-2092.382813333333,0.0
206800000,Random Search,,-2092.382813333333,0.0
206900000,Random Search,,-2092.382813333333,0.0
207000000,Random Search,,-2092.382813333333,0.0
207100000,Random Search,,-2092.382813333333,0.0
207200000,Random Search,,-2092.382813333333,0.0
207300000,Random Search,,-2092.382813333333,0.0
207400000,Random Search,,-2092.382813333333,0.0
207500000,Random Search,,-2092.382813333333,0.0
207600000,Random Search,,-2092.382813333333,0.0
207700000,Random Search,,-2092.382813333333,0.0
207800000,Random Search,,-2092.382813333333,0.0
207900000,Random Search,,-2092.382813333333,0.0
208000000,Random Search,,-2092.382813333333,0.0
208100000,Random Search,,-2092.382813333333,0.0
208200000,Random Search,,-2092.382813333333,0.0
